# Hid              Name                RA(HHMMSS)    R.A.(deg)            eR(SS)   Dec(DDMMSS)   Dec.(deg)       eD(SS)   Vel_HI   eV   W50   eW50   W20   eW20   PkFlux   ePkF   TotFlux   eTotF   MHI                  eMHI                   SNpeak   SNtot   rms   flag   specObjID             plateID               fiberID   mjd     ra          dec         z             zErr          Vel_SDSS   NOC_Spz   2nd_OC_specObjID      A_W20     A_W20_err   W20_center   aa_snr               V_NED   V_NED_e   RA_NED   RA_NED_e   DEC_NED   DEC_NED_e   potOC                        A_W50     A_W50_err  
  J113452+202916   A1367_fr2_065_VB    11:34:52.57   173.7190277781111    0.8      20:29:16.45   20.4879027778   10       6836     2    289   4      311   6      21.8     1.3    4.274     0.229   9.938842473235882    0.06018363259551934    31.1     14.0    0.7   0      2817145947950180352   2817001637049034752   525       54180   173.72311   20.488084   0.02275583    1.357385E-5   6822       1         -1                    1.18504   0.02912     6836.0       80.31054231793364    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.17359   0.02896    
  J114726+180259   A1367_fr3_003_VB    11:47:26.30   176.8595694441111    1.0      18:02:59.23   18.0497861111   12       5869     8    348   17     399   25     6.5      1.1    0.788     0.16    9.204534172897386    0.12598104953553066    5.9      1.6     1.1   0      2823923882262554624   2823757031373039616   607       53875   176.86768   18.053669   0.01950102    9.584225E-6   5846       1         -1                    1.10694   0.1514      5869.0       8.586751853874606    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.24383   0.14494    
  J114646+211617   A1367_fr2_178_VB    11:46:46.65   176.6943611111111    0.7      21:16:17.95   21.2716527778   10       6651     4    185   7      241   11     14.1     1.0    2.223     0.158   9.654947418106822    0.06804468678962991    20.1     10.2    0.7   0      2827200701908674560   2827134731211008000   240       53882   176.69456   21.27149    0.02216065    1.541073E-5   6643       1         -1                    1.03896   0.04055     6651.0       52.20842125425846    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.06803   0.04194    
  J115039+205404   A1367_fr2_166_VB    11:50:39.77   177.6656944441111    0.8      20:54:04.24   20.9011777778   12       6374     11   210   22     314   33     4.5      0.7    0.748     0.119   9.181909553272291    0.10721947134786929    6.5      3.2     0.7   0      2827155072176121856   2827134731211008000   74        53882   177.66454   20.90734    0.021309      8.581964E-6   6388       1         -1                    1.17591   0.10317     6374.0       16.488415110234964   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.11572   0.09952    
  J113628+213557   A1367_fr2_026_VB    11:36:28.37   174.1181944441111    0.7      21:35:57.50   21.5993055556   11       8925     3    133   6      144   9      6.0      0.8    0.69      0.103   9.146857046145087    0.10175332829028734    8.6      5.7     0.7   0      2819285047805241344   2819253436845942784   115       54179   174.1224    21.596081   0.02948944    2.517509E-5   8840       1         -1                    1.03479   0.06231     8925.0       19.112180238833652   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.04591   0.05624    
  J113645+214232   A1367_fr2_099_VB    11:36:45.36   174.1889861111111    0.7      21:42:32.76   21.7091         10       7608     2    161   3      179   5      27.3     1.6    3.264     0.219   9.821758105489653    0.06602372249439607    34.1     18.3    0.8   0      2822716618512033792   2822631131482974208   311       53876   174.1897    21.710078   0.02531707    1.104126E-5   7589       1         -1                    1.01853   0.02626     7608.0       71.90055243872462    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.02311   0.02575    
  J114512+211533   A1367_fr0_035_VB    11:45:12.74   176.3030694441111    0.8      21:15:33.27   21.2592416667   11       17501    9    291   19     322   28     3.2      0.8    0.547     0.135   9.89                 0.14423394819837315    4.0      1.9     0.8   0      2827207848734255104   2827134731211008000   266       53882   176.29779   21.258768   0.05829715    8.548618E-6   17477      1         -1                    1.21359   0.15312     17501.0      8.962637821434772    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.18511   0.14962    
  J113627+212559   A1367_fr1_068_VB    11:36:27.76   174.1156527781111    0.8      21:25:59.49   21.4331916667   10       11216    4    137   8      161   13     5.9      0.8    0.629     0.099   9.57                 0.10529404018576784    8.4      4.9     0.7   0      2822717168267847680   2822631131482974208   313       53876   174.12222   21.432704   0.0373481     9.400374E-6   11196      1         -1                    1.02816   0.06945     11216.0      17.166324743487404   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.1444    0.06231    
  J115226+200757   A1367_fr01_004_VB   11:52:26.93   178.1121944441111    0.7      20:07:57.59   20.1326638889   13       16084    5    136   10     148   15     2.9      0.6    0.251     0.073   9.48                 0.16316899728253165    4.8      2.5     0.6   0      2831768902843787264   2831638335837988864   475       54180   178.12015   20.133002   0.05356675    7.980661E-6   16058      1         -1                    1.13953   0.12291     16084.0      8.021175508362083    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.03464   0.13339    
  J114505+212440   A1367_fr2_091_VB    11:45:05.21   176.2716944441111    0.7      21:24:40.47   21.4112416667   10       7834     5    245   10     286   16     6.2      0.8    1.282     0.139   9.41589598059063     0.08428621398916444    8.9      5.2     0.7   0      2827209772879603712   2827134731211008000   273       53882   176.27399   21.411661   0.02607084    7.081522E-6   7815       1         -1                    1.00756   0.05073     7834.0       26.163265306122447   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.09171   0.05337    
  J113718+192149   A1367_fr1_005_VB    11:37:18.30   174.32623611111111   0.7      19:21:49.27   19.3636861111   12       14352    5    325   10     350   15     4.4      0.6    0.975     0.121   9.97                 0.09083896603702482    7.3      4.1     0.6   0      2821593197589850112   2821505236659628032   320       54179   174.32352   19.360099   0.04779702    9.29018E-6    14329      1         -1                    1.00928   0.05709     14352.0      20.155644370746373   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.02649   0.05616    
  J115148+192120   A1367_fr2_045_VB    11:51:48.09   177.9503611111111    0.8      19:21:20.65   19.3557361111   11       6936     4    342   8      357   12     5.3      0.8    0.879     0.137   9.251996830481602    0.10481940892098064    6.6      3.0     0.8   0      2824888983710885888   2824882936396933120   22        54180   177.95204   19.35813    0.02318465    8.583025E-6   6950       1         -1                    1.46363   0.12534     6936.0       13.28528383013959    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.48637   0.12747    
  J113927+194430   A1367_fr0_030_VB    11:39:27.94   174.8664027781111    0.9      19:44:30.97   19.7419361111   13       17184    5    142   10     156   16     3.4      0.7    0.356     0.094   9.69                 0.151524122477421      4.8      2.7     0.7   0      2817176184519944192   2817001637049034752   635       54180   174.86961   19.736724   0.05732571    1.049061E-5   17185      1         -1                    1.24611   0.15164     17184.0      9.543172804090192    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.12265   0.13404    
  J113956+195956   A1367_fr2_008_VB    11:39:56.63   174.9859444441111    0.8      19:59:56.33   19.9989805556   11       10091    4    241   8      249   12     3.4      0.7    0.439     0.104   9.32                 0.1398356150598103     4.8      2.2     0.7   0      2821609965142173696   2821505236659628032   381       54179   174.98858   20.003703   0.03360537    1.039354E-5   10074      1         -1                    1.00211   0.11608     10091.0      9.033227772892229    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.02148   0.11354    
  J113728+195653   A1367_fr2_200_VB    11:37:28.60   174.3691527781111    0.8      19:56:53.97   19.948325       12       10116    7    170   14     178   22     1.7      0.6    0.131     0.068   8.8                  0.26255913174725065    2.8      1.0     0.6   1      2817164639647852544   2817001637049034752   593       54180   174.37168   19.937897   0.03374646    7.659513E-6   10116      1         -1                    1.0742    0.2753      10116.0      3.7443857756114434   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.08925   0.32187    
  J115029+203004   A1367_fr01_005_VB   11:50:28.99   177.6207777781111    1.0      20:30:04.07   20.5011305556   13       15350    6    247   12     272   18     4.2      0.7    0.62      0.112   9.83                 0.11541533972565034    6.1      2.1     0.7   0      2831744163832162304   2831638335837988864   385       54180   177.62107   20.501673   0.05131821    1.158824E-5   15384      1         -1                    1.03997   0.08833     15350.0      12.601730135684742   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.0447    0.08614    
  J115052+211011   A1367_fr2_081_VB    11:50:52.47   177.7186111111111    0.7      21:10:11.99   21.1699972222   10       7694     4    263   8      305   12     8.9      0.8    1.632     0.142   9.520728109825672    0.07488957196262996    12.7     7.7     0.7   0      2829456079480449024   2829386535369992192   253       54141   177.71963   21.168976   0.02564115    1.19594E-5    7687       1         -1                    1.39999   0.03603     7694.0       32.14617038871591    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.36394   0.03632    
  J114548+203727   A1367_fr2_067_VB    11:45:48.02   176.4500694441111    0.7      20:37:27.52   20.6243111111   10       7069     4    258   9      306   13     7.7      0.7    1.158     0.111   9.371716514799248    0.07876825118717247    12.9     5.6     0.6   0      2824983816588781568   2824882936396933120   367       54180   176.45349   20.628617   0.02341677    8.399128E-6   7020       1         -1                    1.08433   0.05064     7069.0       26.867821738303242   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.18409   0.04763    
  J115138+212750   A1367_fr2_039_VB    11:51:38.39   177.9099444441111    0.7      21:27:50.53   21.4640361111   10       7972     2    298   5      315   7      10.4     0.9    2.317     0.165   9.672933989197807    0.06780016291649085    14.9     8.5     0.7   0      2827154797298214912   2827134731211008000   73        53882   177.90916   21.463118   0.02650572    1.549764E-5   7946       1         -1                    1.0945    0.03239     7972.0       42.875072152482      -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.07513   0.03178    
  J113653+195943   A1367_fr2_132_VB    11:36:53.06   174.2210694441111    0.7      19:59:43.19   19.9953305556   10       6637     6    261   12     304   18     4.7      0.6    0.841     0.109   9.232803951205742    0.09371045095172857    7.8      4.0     0.6   0      2817152819897853952   2817001637049034752   550       54180   174.22598   19.997234   0.02215305    1.425967E-5   6641       1         -1                    1.10585   0.05956     6637.0       19.40034682138759    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.22331   0.05611    
  J113822+203108   A1367_fr2_201_VB    11:38:22.11   174.5921111111111    0.8      20:31:08.24   20.5189555556   11       7761     9    234   17     276   26     3.7      0.7    0.4       0.095   8.910067946735793    0.14075762765615726    5.3      1.9     0.7   0      2817169037694363648   2817001637049034752   609       54180   174.59563   20.525127   0.02582937    1.027459E-5   7743       1         -1                    1.43971   0.10824     7761.0       8.352933517209802    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.68045   0.10553    
  J114854+211827   A1367_fr2_210_VB    11:48:54.39   177.2266111111111    0.8      21:18:27.49   21.3076361111   12       10459    7    289   15     311   22     3.0      0.7    0.323     0.095   9.22                 0.16490405024139312    4.2      1.7     0.7   0      2827162768757516288   2827134731211008000   102       53882   177.22983   21.312408   0.03490854    7.627722E-6   10465      1         -1                    2.18406   0.3935      10459.0      6.0693273674994295   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         2.33356   0.44259    
  J114240+214752   A1367_fr01_010_VB   11:42:40.27   175.6677777781111    0.7      21:47:52.64   21.7979555556   12       15372    4    247   9      284   13     9.5      1.0    1.745     0.174   10.29                0.08017756624664034    10.6     6.2     0.9   2,4    2822661917808551936   2822631131482974208   112       53876   175.67187   21.795823   0.05124474    1.274633E-5   15362      2         2827217194583091200   1.03097   0.05352     15372.0      27.586045449352888   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.08594   0.05512    
  J114013+203612   A1367_fr1_027_VB    11:40:13.08   175.0544861111111    1.6      20:36:12.37   20.6034361111   14       13871    7    232   14     267   21     3.4      0.6    0.371     0.082   9.52                 0.13303862083052848    5.8      1.9     0.6   0      2821628656839845888   2821505236659628032   449       54179   175.06184   20.599184   0.04628871    1.182235E-5   13877      1         -1                    1.32948   0.17313     13871.0      9.077445893331458    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.24513   0.16143    
  J115027+175152   A1367_fr2_104_VB    11:50:27.19   177.6132777781111    1.8      17:51:52.84   17.8646777778   16       6471     6    63    11     89    17     7.0      1.2    0.318     0.098   8.810435075392263    0.1712293055223425     6.4      2.5     1.1   0      2828367833417672704   2828260631033964544   390       53877   177.63922   17.858096   0.02129293    1.04848E-5    6383       1         -1                    1.76634   0.10267     6471.0       8.144213727383887    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.17141   0.12955    
  J113923+193219   A1367_fr2_3280_GR   11:39:23.27   174.8469444441111    0.7      19:32:19.09   19.5386361111   11       6782     3    253   6      285   9      10.3     0.8    1.823     0.133   9.568794624062807    0.06872320641244833    17.2     9.7     0.6   0      2817011532653684736   2817001637049034752   36        54180   174.85193   19.534723   0.02255885    1.015512E-5   6762       1         -1                    1.15971   0.03637     6782.0       42.71300827590071    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.06388   0.03365    
  J115042+205829   A1367_fr01_006_VB   11:50:42.44   177.6768194441111    2.0      20:58:29.00   20.9747222222   11       15208    11   277   22     339   34     4.8      1.0    0.41      0.12    9.65                 0.1643282740411626     4.8      1.6     1.0   0      2825049237530634240   2824882936396933120   605       54180   177.67242   20.969399   0.05077753    1.643474E-5   15222      1         -1                    1.57047   0.26838     15208.0      5.508444452729705    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.7203    0.30927    
  J115158+210636   A1367_fr2_175_VB    11:51:58.69   177.9945277781111    0.8      21:06:36.57   21.1101583333   10       6656     3    186   7      225   10     11.2     0.9    1.808     0.144   9.565206381547176    0.07163365398098255    16.0     9.4     0.7   0      2829443160218822656   2829386535369992192   206       54141   177.9993    21.108435   0.02213283    1.430945E-5   6635       1         -1                    1.12472   0.03937     6656.0       42.34761111062097    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.08142   0.03853    
  J113523+201831   A1367_fr2_011_VB    11:35:23.66   173.8485694441111    1.3      20:18:31.36   20.3087111111   13       10464    5    293   11     339   16     5.8      0.7    0.805     0.099   9.62                 0.0904647247331884     9.6      3.2     0.6   0      2817147597217622016   2817001637049034752   531       54180   173.84637   20.311822   0.03483905    1.197096E-5   10444      1         -1                    1.32316   0.10179     10464.0      17.52652521416238    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.35617   0.10381    
  J113936+202008   A1367_fr0_018_VB    11:39:36.08   174.9003194441111    0.7      20:20:08.42   20.3356722222   10       16738    5    358   11     391   16     6.3      0.9    1.248     0.153   10.21                0.09014207734504123    7.8      3.5     0.8   0      2821619036113102848   2821505236659628032   414       54179   174.90419   20.334352   0.05586635    1.576998E-5   16748      1         -1                    1.07035   0.06727     16738.0      18.436058910635552   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.00363   0.06996    
  J114721+205637   A1367_fr1_030_VB    11:47:21.58   176.8399027781111    0.7      20:56:37.61   20.9437805556   11       14048    2    342   4      357   6      9.5      0.8    1.805     0.133   10.22                0.0687785800162442     15.8     6.8     0.6   4      2825004982187616256   2824882936396933120   444       54180   176.83718   20.932787   0.04680496    1.415174E-5   14031      1         -1                    1.28086   0.0297      14048.0      36.37457309579364    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.28808   0.02955    
  J114243+200132   A1367_fr2_138_VB    11:42:43.90   175.6829027781111    0.8      20:01:32.11   20.0255861111   13       6335     7    295   15     318   22     3.0      0.7    0.366     0.099   8.871489040802242    0.15502861498307843    4.3      1.4     0.7   0      2821634704153798656   2821505236659628032   471       54179   175.68819   20.032317   0.02108429    1.155519E-5   6320       1         -1                    1.46797   0.22403     6335.0       6.807020202711648    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.31956   0.19544    
  J114250+184944   A1367_fr1_041_VB    11:42:50.32   175.7096527781111    0.8      18:49:44.04   18.8289         11       12013    6    281   12     313   18     6.7      1.1    0.794     0.146   9.73                 0.11691311312852024    6.7      2.3     1.0   0      2824961826356226048   2824882936396933120   287       54180   175.71127   18.82751    0.0400129     1.300895E-5   11995      1         -1                    1.08609   0.11207     12013.0      10.591374990967333   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.12833   0.10985    
  J114938+185313   A1367_fr1_062_VB    11:49:38.10   177.4087361111111    1.3      18:53:13.01   18.8869472222   11       11320    11   239   21     287   32     5.0      1.1    0.455     0.136   9.44                 0.1672425961586316     4.5      1.4     1.1   0      2824898604437628928   2824882936396933120   57        54180   177.41719   18.886314   0.03760748    1.256753E-5   11274      1         -1                    1.74279   0.13378     11320.0      5.982803832587934    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.6865    0.13673    
  J115229+203814   A1367_fr2_159_VB    11:52:29.19   178.1216111111111    0.8      20:38:14.02   20.6372277778   13       6600     13   330   26     424   39     3.7      0.7    0.504     0.107   9.010438491853357    0.13052464219661403    5.2      1.5     0.7   0      2825048962652727296   2824882936396933120   604       54180   178.12722   20.625473   0.02204046    9.637763E-6   6607       1         -1                    1.30112   0.19162     6600.0       8.862587350511959    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.2778    0.19241    
  J115043+210633   A1367_fr1_036_VB    11:50:43.42   177.6809027781111    0.7      21:06:33.96   21.1094333333   10       12889    3    148   5      188   8      14.5     0.9    1.825     0.134   10.15                0.06874439044898824    24.2     12.9    0.6   0      2829455804602542080   2829386535369992192   252       54141   177.68427   21.109057   0.04292194    2.341673E-5   12867      1         -1                    1.20797   0.03573     12889.0      55.906945221716626   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.17335   0.03491    
  J114739+195623   A1367_fr2_134_VB    11:47:39.43   176.9142777781111    0.7      19:56:23.98   19.9399944444   10       6174     3    385   5      397   8      8.2      0.9    1.588     0.158   9.508858453498908    0.08027918524702249    10.3     4.7     0.8   0      2825023673885288448   2824882936396933120   512       54180   176.91393   19.939372   0.02051123    1.122949E-5   6149       1         -1                    1.06355   0.05396     6174.0       22.62117442723813    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.07456   0.05429    
  J113507+191352   A1367_fr2_005_VB    11:35:07.25   173.7801944441111    0.7      19:13:52.49   19.2312472222   11       10804    11   373   21     433   32     3.5      0.7    0.746     0.132   9.61                 0.11435336878213338    5.1      2.3     0.7   0      2817043143612983296   2817001637049034752   151       54180   173.78405   19.233531   0.03599093    1.90076E-5    10789      1         -1                    1.15105   0.11314     10804.0      12.338755932393818   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.16756   0.1149     
  J113735+200942   A1367_fr2_054_VB    11:37:35.65   174.3985277781111    1.6      20:09:42.98   20.1619388889   12       7737     3    365   5      386   8      8.5      0.7    1.468     0.122   9.474734010987882    0.07308074078894329    14.2     5.1     0.6   0      2817163265258317824   2817001637049034752   588       54180   174.39978   20.16399    0.02575695    1.126706E-5   7721       1         -1                    1.02491   0.04633     7737.0       28.63606734731994    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.05979   0.04794    
  J115355+204453   A1367_fr2_164_VB    11:53:55.80   178.48248611111111   0.7      20:44:53.12   20.7480888889   10       6398     8    367   17     463   25     6.8      0.9    1.495     0.163   9.48264914806828     0.08508045905166882    8.5      4.0     0.8   2,4    2831751585535649792   2831638335837988864   412       54180   178.47652   20.749655   0.02125387    1.467953E-5   6371       2         2831764504797276160   1.02222   0.07592     6398.0       21.812386059913365   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.11678   0.07361    
  J114120+203026   A1367_fr1_010_VB    11:41:20.82   175.3367361111111    0.7      20:30:26.22   20.5072833333   10       14526    5    451   9      482   14     6.2      0.8    1.297     0.14    10.11                0.08382139995446751    8.9      3.6     0.7   0      2821628381961938944   2821505236659628032   448       54179   175.33836   20.507326   0.04844045    1.357993E-5   14522      1         -1                    1.03284   0.06341     14526.0      18.373013410308698   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.02959   0.06419    
  J115100+202404   A1367_fr2_128_VB    11:51:00.44   177.7518194441111    0.7      20:24:04.37   20.4012138889   10       6453     2    267   3      284   5      21.9     1.3    3.737     0.215   9.880531053257469    0.06191430515065868    31.2     16.4    0.7   0      2825043465094588416   2824882936396933120   584       54180   177.75462   20.39933    0.02153914    1.235468E-5   6457       1         -1                    1.03993   0.02382     6453.0       73.05575432036959    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.04417   0.02383    
  J115216+210624   A1367_fr2_176_VB    11:52:16.48   178.0686527781111    0.9      21:06:24.19   21.1067194444   11       6728     7    306   15     362   22     5.8      0.9    1.127     0.151   9.359931871453938    0.09572821621867898    7.2      3.7     0.8   0      2827145451449378816   2827134731211008000   39        53882   178.08301   21.102315   0.02247887    9.028849E-6   6738       1         -1                    1.31542   0.09347     6728.0       18.00769880064555    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.36081   0.09857    
  J114827+210928   A1367_fr2_084_VB    11:48:27.14   177.1130694441111    0.7      21:09:28.69   21.1579694444   10       6816     4    355   7      400   11     9.5      0.8    2.128     0.145   9.635979579030842    0.0667578144304423     15.8     7.9     0.6   4      2825027247298078720   2824882936396933120   525       54180   177.11454   21.15664    0.02271956    1.402925E-5   6811       1         -1                    1.2787    0.04348     6816.0       42.091189477275336   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.21051   0.04187    
  J115245+214844   A1367_fr1_059_VB    11:52:45.30   178.1887361111111    0.9      21:48:44.91   21.812475       17       11346    9    322   19     387   28     4.9      0.8    0.357     0.091   9.33                 0.14799203190858423    6.1      1.5     0.8   2      2827136380478449664   2827134731211008000   6         53882   178.20508   21.830649   0.03842507    2.210926E-5   11519      2         2827135280966821888   2.29229   0.11207     11346.0      5.560774646927625    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         2.09437   0.11392    
  J115250+201419   A1367_fr1_008_VB    11:52:50.14   178.2089027781111    0.7      20:14:19.58   20.2387722222   10       14678    3    187   7      230   10     11.8     0.9    1.858     0.145   10.27                0.0707232171262497     16.9     10.4    0.7   0      2825055559722493952   2824882936396933120   628       54180   178.2127    20.23945    0.04890479    1.47039E-5    14661      1         -1                    1.01275   0.03718     14678.0      43.40221245827285    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.01412   0.03655    
  J114446+180513   A1367_fr1_001_VB    11:44:45.97   176.1915277781111    0.7      18:05:13.74   18.08715        10       14496    8    405   17     448   25     5.9      1.1    0.953     0.183   9.97                 0.12049401473129771    5.4      1.7     1.1   0      2823902441785812992   2823757031373039616   529       53875   176.18486   18.083187   0.04828623    1.143601E-5   14475      1         -1                    1.09249   0.12461     14496.0      9.566656711817282    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.10401   0.12515    
  J115250+202931   A1367_fr01_019_VB   11:52:50.43   178.2101111111111    0.8      20:29:31.30   20.4920277778   13       15105    10   422   21     475   31     3.9      0.8    0.452     0.112   9.68                 0.14479052350444144    4.9      1.5     0.8   0      2831767528454252544   2831638335837988864   470       54180   178.20417   20.492047   0.05029262    1.469387E-5   15077      1         -1                    2.22405   0.3987      15105.0      5.9875753899875885   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         2.61337   0.50391    
  J114224+200714   A1367_fr3_035_VB    11:42:24.61   175.6025277781111    0.7      20:07:14.21   20.1206138889   10       5979     2    337   3      357   5      18.5     1.1    4.626     0.21    9.973213583842432    0.056668092016729815   37.0     18.6    0.5   0      2824979693420177408   2824882936396933120   352       54180   175.60206   20.119303   0.01996123    1.336486E-5   5984       1         -1                    1.09362   0.01703     5979.0       112.6952667391164    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.06203   0.01713    
  J115322+210053   A1367_fr2_169_VB    11:53:22.19   178.3424444441111    1.3      21:00:53.44   21.0148444444   11       6623     9    242   17     289   26     4.5      0.8    0.561     0.118   9.056970816663991    0.12914256975491947    5.6      2.4     0.8   0      2831752959925184512   2831638335837988864   417       54180   178.33594   21.021517   0.02201987    8.729117E-6   6601       1         -1                    1.22674   0.10284     6623.0       10.07976004178671    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.05218   0.11481    
  J114300+211500   A1367_fr0_006_VB    11:43:00.09   175.7503611111111    0.8      21:15:00.14   21.2500388889   11       19053    7    299   14     346   21     4.8      0.7    0.83      0.124   10.15                0.10183351046567084    6.8      2.9     0.7   0      2822643775866693632   2822631131482974208   46        53876   175.75383   21.245505   0.06349352    1.638468E-5   19034      1         -1                    1.17715   0.09768     19053.0      15.33308207474477    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.15034   0.0961     
  J114957+205745   A1367_fr2_035_VB    11:49:57.84   177.4909861111111    0.7      20:57:45.81   20.962725       10       8195     5    345   10     398   15     7.7      0.8    1.585     0.145   9.508037221961601    0.07690911758372888    10.9     4.8     0.7   2,4    2825038517292263424   2824882936396933120   566       54180   177.4919    20.953851   0.02731967    1.031214E-5   8190       2         2825037692658542592   1.32849   0.06818     8195.0       27.2587967344206     -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.39369   0.07277    
  J113652+210018   A1367_fr2_022_VB    11:36:52.65   174.2193611111111    0.7      21:00:18.35   21.0050972222   11       9007     5    226   9      256   14     6.3      0.8    0.766     0.107   9.46                 0.09778192467773841    8.9      3.9     0.7   0      2819268830008731648   2819253436845942784   56        54179   174.22153   21.004206   0.03004863    1.111894E-5   9008       1         -1                    1.00852   0.07491     9007.0       16.276518352088818   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.07522   0.06944    
  J114558+201751   A1367_fr1_009_VB    11:45:58.69   176.4945277781111    0.8      20:17:51.75   20.2977083333   16       14668    13   387   25     503   38     4.2      0.7    0.63      0.113   9.8                  0.11528979448304529    6.0      1.8     0.7   0      2821672912182863872   2821505236659628032   610       54179   176.48701   20.302862   0.04879521    1.129246E-5   14628      1         -1                    1.09888   0.15554     14668.0      10.229915092057105   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.03015   0.14782    
  J114358+200436   A1367_fr2_053_VB    11:43:58.44   175.9934861111111    0.7      20:04:36.16   20.0767111111   10       7373     2    258   4      273   5      12.7     0.9    2.818     0.165   9.757948944181168    0.06232314948099307    21.1     13.1    0.6   0      2821644050002634752   2821505236659628032   505       54179   175.99567   20.077028   0.02454712    1.169426E-5   7359       1         -1                    1.13596   0.02284     7373.0       65.38300661359114    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.14962   0.02281    
  J114010+184231   A1367_fr0_031_VB    11:40:10.12   175.0421527781111    1.3      18:42:31.82   18.7088388889   18       18176    13   283   26     413   38     7.5      1.3    1.074     0.19    10.22                0.11407527351024208    6.2      2.0     1.2   0      2821564335409620992   2821505236659628032   215       54179   175.04974   18.728506   0.06057749    1.495232E-5   18160      1         -1                    1.37774   0.21552     18176.0      11.89637976823647    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.43876   0.23046    
  J115235+211833   A1367_fr2_211_VB    11:52:35.29   178.1470277781111    0.8      21:18:33.29   21.3092472222   11       10231    9    321   18     382   27     4.3      0.7    0.611     0.111   9.48                 0.11628413524714251    6.1      1.9     0.7   0      2827140778524960768   2827134731211008000   22        53882   178.14766   21.311566   0.03427202    8.082902E-6   10274      1         -1                    1.01493   0.11739     10231.0      10.893706147102975   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.07661   0.13089    
  J113812+215048   A1367_fr2_028_VB    11:38:12.85   174.5535277781111    0.9      21:50:48.66   21.84685        12       9475     8    76    16     96    24     4.2      1.1    0.264     0.112   9.05                 0.22153014444868618    3.8      2.0     1.1   0      2819274327566870528   2819253436845942784   76        54179   174.531     21.844676   0.03163891    8.45596E-6    9485       1         -1                    1.40807   0.29131     9475.0       6.155870112510924    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.35015   0.25421    
